filename,R,G,B,H,S,V,contrast,correlation,energy,homogeneity,label
1001.jpg.jpeg,70.70416135204081,82.47833625637755,96.61955915178571,104.23939732142857,94.82176737882654,96.79825015943878,20.23746796925048,0.9964178758346545,0.02826981240611749,0.34595428388746036,segar
1123.jpeg,72.16392299107143,85.80542490433673,101.90933912627551,103.9547193877551,87.57684948979592,102.03689014668367,22.8439501921845,0.994427440641239,0.02844060268135414,0.3775174195145474,segar
1233313.jpeg,133.50627790178572,151.8313536352041,169.9686902104592,103.65535315688776,57.15433673469388,169.98078762755102,29.967769058295964,0.9934364847640119,0.023881366966627123,0.3345823059509044,segar
1233331.jpeg,136.5778260522959,147.1066446109694,154.43433115433675,101.60154257015306,37.909398915816325,154.47580516581633,30.61406950672646,0.9949181302223339,0.018411418463252626,0.2583212133753836,segar
13232324.jpeg,117.5938496492347,125.97433035714286,132.4332948022959,101.55578364158163,43.45077327806123,132.61840322066325,42.20201393337604,0.9946514537228559,0.020496135945438206,0.2715640904895682,segar
13233131.jpeg,163.48788265306123,172.48148517219389,179.64558753188774,102.31232063137755,29.624282525510203,179.65489477040816,32.29428251121077,0.9958096207562069,0.028838888014784292,0.3036208865015205,segar
1344415.jpeg,89.42231345663265,93.0452806122449,98.25179368622449,92.39467075892857,47.686104910714285,100.32380022321429,13.79161995515695,0.997305428265239,0.026988783708201652,0.40138826773245917,segar
1424314.jpeg,92.6620097257653,103.97130102040816,115.18628427933673,100.63628029336735,75.32613201530613,115.56931600765306,28.12868353619475,0.9961051173867144,0.02183316743189788,0.34082492375641876,segar
1434414.jpeg,135.6234056122449,140.39939413265307,144.05024314413265,95.62810905612245,22.208266900510203,144.8317323022959,36.08978619474696,0.9944782947582591,0.018104962138729284,0.27837060197288777,segar
19254.jpg.jpeg,109.23527184311224,117.21711575255102,124.93391262755102,100.84917091836735,46.437779017857146,125.27080676020408,24.709381005765533,0.9957519804685971,0.024829678545242283,0.3826322338308119,segar
19255.jpg - Copy (10).jpeg,91.71420599489795,103.0654296875,115.50173389668367,100.24294483418367,71.70629384566327,115.97997050382654,48.77350256245995,0.992053769540784,0.022455147827013,0.26394262027667115,segar
19255.jpg - Copy (11).jpeg,130.04135443239795,142.7750916772959,150.53368144132654,100.09014269770408,47.36575255102041,150.95619419642858,81.89571989109544,0.9893824236090755,0.015879808903031426,0.19207509277468188,segar
19255.jpg - Copy (12).jpeg,77.40987723214286,104.99422034438776,147.78087133290816,106.52154416454081,128.4923867984694,147.8319714604592,85.32198910954517,0.9867171848240066,0.019161576667354994,0.22616317652010132,segar
19255.jpg - Copy (13).jpeg,90.7568359375,100.48844068877551,113.33671476403062,99.45282605229592,69.16412228954081,114.13893096301021,26.477818705957716,0.9957874901087759,0.02324896318758069,0.3260996934127638,segar
19255.jpg - Copy (14).jpeg,112.1051100127551,124.33306760204081,135.654296875,100.64594626913265,63.97309470663265,135.859375,83.85440022421525,0.9904901279314531,0.03353209827690459,0.2578522386943137,segar
19255.jpg - Copy (15).jpeg,113.97064333545919,129.26953125,148.26522640306123,103.8018574617347,70.0843431122449,148.5251913265306,72.86254804612427,0.9890731772034792,0.015779157633548042,0.21988766625579137,segar
19255.jpg - Copy (16).jpeg,129.97233737244898,149.80893255739795,170.86583227040816,105.34701849489795,70.06652582908163,170.86583227040816,42.59885490070467,0.9930865457844359,0.017683594489637387,0.2573468532583979,segar
19255.jpg - Copy (18).jpeg,122.26755819515306,129.25916772959184,139.66193000637756,106.41466039540816,45.23517219387755,139.83872767857142,56.96500640614991,0.9906937363832017,0.01785692964670491,0.2637023812331398,segar
19255.jpg - Copy (19).jpeg,114.95982142857143,121.07407924107143,131.0240553252551,99.59392936862245,41.67267219387755,132.62751116071428,20.75632607303011,0.9943282990111777,0.027297600967431487,0.38932516109901705,segar
19255.jpg - Copy (2).jpeg,88.51797672193878,101.65935905612245,121.83729272959184,97.23323899872449,84.2088847257653,123.5863958864796,56.59691303651505,0.989789420513596,0.021745875465072468,0.2772983050393706,segar
19255.jpg - Copy (20).jpeg,125.76574457908163,134.55901227678572,147.91438137755102,101.47997050382654,45.73299984056123,148.67414700255102,41.778667520819994,0.9914403261127085,0.01895610164865737,0.2769133841050364,segar
19255.jpg - Copy (3).jpeg,126.50789221938776,140.02818080357142,153.53724888392858,104.14301658163265,54.63197544642857,153.58059630102042,120.09893497757847,0.983837977050753,0.013493524988504,0.17030094761593634,segar
